1.2429521,1.05553,1.1601115,1.1735326,1.2342613,0.99701846,1.0395992,0.65315855,0.23029213,0.16309352
1.2444574,1.1490136,1.1628852,1.2232386,0.9908815,1.0138574,0.9496412,0.59909093,0.23028672,0.19175419
1.1762179,1.199513,1.1463938,1.1850724,1.088378,1.0343796,0.8764787,0.6493985,0.29456624,0.12866184
1.2167913,1.2368419,1.3125241,1.2262815,1.319154,1.1959697,1.016393,0.67706805,0.30654046,0.20536458
1.1952385,1.469566,1.250555,1.1436021,1.3151741,1.1030304,1.1744342,0.61173135,0.21761876,0.09529449
1.2326272,1.201737,1.3282385,1.2344735,1.4996822,1.1044098,1.0436546,0.6408239,0.24045654,0.2257852
1.1569353,1.2491167,1.226587,1.1418353,1.1521811,1.0600116,0.9489975,0.60771465,0.25752822,0.121632755
1.1263853,1.187429,1.5477835,1.2936773,1.3351165,1.0251343,0.93766844,0.664421,0.314761,0.084126405
1.1851337,1.1434007,1.1577333,1.1573261,1.0860487,1.0919334,0.9601966,0.61011374,0.2674848,0.085765675
1.31415,1.1656464,1.171641,1.1760288,1.1290861,1.3342935,0.9415315,0.6809055,0.24460255,0.10509887
