0.3201521,0.27237272,0.21349514,0.2648077,0.40696204,0.2457676,0.34419733,0.13513482,0.021567285,0.06071663
0.36153036,0.1626072,0.16500092,0.5245247,0.17267847,0.114795685,0.1615532,0.13754505,0.01314038,0.0129264
0.3193084,0.33178174,0.14576638,0.3058337,0.2324965,0.25538987,0.3087073,0.16668648,0.02631098,0.009738445
0.36607975,0.18938649,0.28686297,0.14818752,0.2535838,0.2762878,0.23911369,0.24087113,0.09193343,0.079794645
0.30391037,0.20484841,0.20806587,0.22748804,0.25125194,0.31926066,0.45116544,0.10887432,0.02513659,0.008644104
0.21479154,0.18480265,0.29142213,0.20322359,0.45253885,0.3826567,0.2525519,0.09968001,0.0096309185,0.013716757
0.26042688,0.39027512,0.48153722,0.49024302,0.31357372,0.19461238,0.14132452,0.11642408,0.018778384,0.01358974
0.29776633,0.4418552,0.2748028,0.30690342,0.25779998,0.24790221,0.1578381,0.124288976,0.027290463,0.008273184
0.22395372,0.14390522,0.21765709,0.14310718,0.22512591,0.24190533,0.1270262,0.10674828,0.021790445,0.0069369674
0.29751986,0.26258695,0.17185056,0.25696242,0.3075937,0.39061475,0.19870234,0.17978442,0.03573644,0.016078591
