13.207693,16.082478,13.671885,14.044569,9.8370285,7.520726,2.099795,0.5215684,0.052978992,0.045224547
15.775621,15.932112,15.693596,15.069168,15.12694,8.47156,2.274956,0.27798104,0.116045594,0.06742382
16.09585,16.0073,16.115952,16.037998,12.748184,8.064319,2.9781132,0.3308506,0.06444228,0.09864521
16.017578,15.985645,16.063215,16.046024,14.910101,8.841358,2.633494,0.45935738,0.08790612,0.041004896
16.026178,15.328684,16.07414,16.115213,12.199791,6.486577,2.2296488,0.15958929,0.04527664,0.054109573
15.926799,16.08496,15.658159,15.799883,15.196698,8.3989315,2.4095483,0.2260071,0.030613542,0.02497387
16.088226,15.885261,15.02734,13.801441,9.7783785,6.6040006,2.3963356,0.3277831,0.14076197,0.07095319
16.017971,15.88175,15.565407,13.916527,10.0482435,7.558881,2.0517464,0.4711448,0.030358672,0.02760303
16.102268,15.175312,14.412016,15.12975,10.383041,7.5520773,2.3641734,0.56698155,0.21514016,0.07861471
15.808021,12.543243,15.907114,13.023687,10.132558,5.253319,1.7826312,0.33712924,0.069562554,0.04781413
